Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
6265-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,2016-06-14,$1.87,$8.12,$6.25,30.0,$142.36,0.04,$4.56,$135.86,$2.83,$137.46
6265-1,2015-05-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,2015-05-31,$11.11,$19.84,$8.73,7.0,$89.44,0.08,$4.45,$84.97,$4.10,$82.46
6266-1,2016-12-03,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Medium,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-12-05,$3.52,$5.68,$2.16,48.0,$136.13,0.1,$0.00,$137.72,$1.39,$147.66
6266-1,2016-07-07,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,2016-07-08,$1.18,$1.88,$0.70,7.0,$80.86,0.05,$7.25,$59.55,$1.49,$60.96
6266-1,2015-03-06,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,2015-03-07,$56.16,$136.98,$80.82,30.0,"$1,915.72",0.01,$0.00,"$1,912.72",$24.49,"$1,942.21"
6266-2,2016-04-18,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Small Business,Aanya Zhang,High,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2016-04-20,$0.93,$1.48,$0.55,43.0,$4.44,0.0,$0.44,$4.00,$0.70,$4.70
6266-2,2016-04-18,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Home Office,Aanya Zhang,High,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2016-04-19,$0.93,$1.48,$0.55,23.0,$4.44,0.1,$0.44,$4.00,$0.70,$4.70
6266-2,2016-03-06,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Corporate,Preston Senome,Medium,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2016-03-07,$0.93,$1.48,$0.55,4.0,$5.44,0.05,$0.04,$4.00,$0.70,$4.70
6270-1,2016-11-12,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,Artisan 471 Labels,Office Supplies,Small Pack,Express Air,2016-11-14,$1.84,$2.88,$1.04,23.0,$52.84,0.06,$4.55,$51.28,$0.99,$35.33
6270-1,2016-05-18,Frank Price,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,2016-05-20,$11.11,$19.84,$8.73,34.0,$277.08,0.07,$0.00,$278.08,$4.10,$285.36
6270-1,2016-06-15,Arthur Prichep,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Medium,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2016-06-17,$2.26,$3.58,$1.32,34.0,$26.36,0.07,$2.76,$22.60,$5.47,$26.53
6270-1,2015-07-05,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Express Air,2015-07-07,$2.50,$5.68,$3.18,10.0,$220.20,0.1,$6.16,$213.89,$3.60,$214.39
6270-1,2016-08-17,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2016-08-18,$1.18,$1.88,$0.70,2.0,$16.68,0.01,$0.17,$16.51,$1.49,$17.72
6271-1,2016-09-28,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Low,Laser DVD-RAM discs,Technology,Small Box,Regular Air,2016-09-30,$20.18,$35.41,$15.23,29.0,$799.20,0.03,$69.98,$755.22,$1.99,$877.69
6272-1,2016-04-13,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths Gold Paper Clips,Office Supplies,Small Pack,Regular Air,2016-04-15,$1.82,$2.98,$1.16,6.0,$95.36,0.01,$0.95,$94.41,$1.58,$95.99
6272-1,2017-01-10,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,High,Smiths Gold Paper Clips,Office Supplies,Wrap Bag,Regular Air,2017-01-11,$1.82,$2.98,$1.16,24.0,$99.38,0.04,$3.97,$95.20,$1.58,$95.97
6272-1,2016-01-19,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Smiths General Use 3-Ring Binders,Technology,Small Box,Regular Air,2016-01-19,$1.18,$1.88,$0.70,14.0,$64.00,0.02,$5.24,$51.64,$1.49,$59.59
6273-1,2016-04-24,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,2016-04-26,$2.18,$3.52,$1.34,21.0,$112.64,0.05,$7.88,$104.76,$6.83,$111.59
6273-1,2016-04-24,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Low,Self-Adhesive Ring Binder Labels,Furniture,Small Pack,Regular Air,2016-04-26,$2.18,$3.52,$1.34,8.0,$112.64,0.0,$7.88,$104.76,$6.83,$111.59
6274-1,2016-03-21,Deanra Eno,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Low,Apex Preferred Stainless Steel Scissors,Technology,Large Box,Regular Air,2016-03-22,$2.50,$5.68,$3.18,16.0,$249.20,0.0,$2.49,$242.09,$3.60,$242.28
6275-1,2016-08-11,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Home Office,Leighton Forrest,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-08-13,$1.53,$2.78,$1.25,31.0,$57.94,0.07,$1.52,$53.06,$1.34,$56.60
6276-1,2016-04-27,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Connor Betts,Not Specified,TechSavi Access Keyboard,Office Supplies,Small Pack,Regular Air,2016-04-28,$10.07,$15.98,$5.91,33.0,$699.30,0.05,$67.98,$639.36,$4.00,$644.23
6276-1,2016-04-27,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Yvette Biti,Medium,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,2016-04-28,$2.25,$3.69,$1.44,38.0,$169.74,0.03,$6.79,$162.95,$2.50,$165.45
6276-1,2016-04-27,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-04-28,$2.25,$3.69,$1.44,18.0,$169.74,0.02,$6.79,$162.95,$2.50,$165.45
6278-1,2016-05-01,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan Hi-Liter Smear-Safe Highlighters,Technology,Small Pack,Regular Air,2016-05-03,$2.98,$5.84,$2.86,45.0,$129.60,0.08,$2.59,$127.01,$0.83,$128.50
6278-1,2016-05-01,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,High,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2016-05-03,$3.65,$5.98,$2.33,32.0,$129.60,0.08,$2.59,$127.01,$1.49,$128.50
6278-1,2015-11-08,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2015-11-10,$1.53,$2.78,$1.25,10.0,$42.49,0.04,$4.20,$39.78,$1.34,$40.69
6278-1,2016-05-02,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Wrap Bag,Regular Air,2016-05-03,$1.76,$3.38,$1.62,47.0,$129.60,0.07,$2.59,$127.01,$0.85,$128.50
6278-1,2017-01-19,Laurel Workman,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Low,"Smiths Premium Bright 1-Road , Risk Park",Office Supplies,Small Box,Regular Air,2017-01-21,$14.88,$44.97,$15.27,10.0,$265.64,0.09,$18.25,$258.65,$8.99,$265.36
6279-1,2016-04-12,Vilek Mes,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Medium,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2016-04-21,$4.19,$10.23,$6.04,1.0,$184.48,0.0,$7.45,$162.85,$4.68,$165.45
6279-1,2016-10-31,George Zrebassa,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-11-03,$2.50,$5.68,$3.18,22.0,$270.32,0.07,$10.78,$252.02,$3.60,$268.54
6279-1,2016-11-03,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2016-11-02,$1.76,$2.94,$1.18,23.0,$28.70,0.05,$2.01,$26.69,$0.81,$31.70
6280-1,2016-04-03,Thea Hudgings,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Low,Aluminum Document Frame,Office Supplies,Wrap Bag,Express Air,2016-04-11,$5.50,$12.22,$6.72,40.0,$562.12,0.04,$33.73,$528.39,$2.85,$531.24
6280-1,2016-05-05,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Home Office,Aanya Zhang,Critical,Binder Posts,Technology,Medium Box,Express Air,2016-05-07,$3.50,$5.74,$2.24,8.0,$462.40,0.09,$42.65,$430.93,$5.01,$403.93
6280-1,2016-07-24,Christopher Conant,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Yvette Biti,High,Artisan Printable Repositionable Plastic Tabs,Technology,Small Box,Regular Air,2016-07-26,$5.33,$8.60,$3.27,29.0,$22.80,0.06,$0.25,$20.15,$6.19,$21.45
6280-1,2016-05-09,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,Leighton Forrest,High,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Wrap Bag,Regular Air,2016-05-11,$84.22,$210.55,$126.33,7.0,$842.20,0.02,$42.11,$800.09,$9.99,$810.08
6280-1,2016-12-08,Amy Hunt,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Medium,12 Colored Short Pencils,Technology,Large Box,Regular Air,2016-12-10,$1.09,$2.60,$1.51,41.0,$28.76,0.07,$0.42,$26.18,$2.40,$38.58
6280-1,2016-08-18,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,High,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2016-08-22,$0.93,$1.48,$0.55,50.0,$46.00,0.07,$1.40,$46.70,$0.70,$48.21
6280-1,2016-01-12,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Not Specified,Aluminum Document Frame,Technology,Small Box,Regular Air,2016-01-14,$5.50,$12.22,$6.72,47.0,$623.32,0.06,$49.33,$528.39,$2.85,$531.24
6280-1,2015-09-17,Jename Hans,"412 Brunswick St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Low,HFX LaserJet 3310 Copier,Technology,Small Box,Regular Air,2015-09-18,$377.99,$599.99,$222.00,35.0,$81.47,0.05,$1.36,$76.49,$24.49,$87.53
6280-1,2016-09-13,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Regular Air,2016-09-16,$84.22,$210.55,$126.33,24.0,$743.51,0.02,$7.14,$816.19,$9.99,$810.00
6280-2,2016-05-02,Yara Bernen,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Box,Regular Air,2016-05-03,$2.98,$5.84,$2.86,17.0,$28.64,0.02,$2.58,$26.06,$0.83,$31.53
6280-2,2016-05-02,Greg Hansen,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2016-05-03,$3.65,$5.98,$2.33,39.0,$28.64,0.06,$2.58,$26.06,$1.49,$31.53
6280-2,2016-11-14,Alan Barnes,"99 Glebe Point Rd,Glebe",Sydney,NSW,Consumer,Natasha Song,Medium,Artisan Poly Binder Pockets,Technology,Jumbo Drum,Delivery Truck,2016-11-15,$2.26,$3.58,$1.32,46.0,$28.64,0.07,$2.58,$26.06,$5.47,$31.53
6280-2,2016-05-02,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2016-05-03,$2.26,$3.58,$1.32,8.0,$28.64,0.05,$2.58,$26.06,$5.47,$31.53
6280-2,2016-05-02,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016-05-04,$5.19,$12.98,$7.79,25.0,$562.12,0.04,$33.73,$528.39,$3.14,$531.24
6281-1,2016-02-03,Darrin Martin,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2016-02-05,$13.88,$22.38,$8.50,39.0,$296.84,0.08,$2.98,$294.84,$15.10,$304.67
6282-1,2013-10-21,Amy Cox,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2013-10-23,$1.18,$1.88,$0.70,43.0,$62.04,0.09,$4.54,$57.70,$1.49,$59.19
6282-1,2016-02-10,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,High,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2016-02-11,$1.84,$2.88,$1.04,29.0,$43.56,0.03,$9.42,$41.57,$0.99,$48.08
6282-1,2015-07-11,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Small Business,Charlie Bui,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2015-07-13,$2.50,$5.68,$3.18,5.0,$236.80,0.01,$2.69,$221.03,$3.60,$231.02
6283-1,2016-02-13,Pete Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2016-02-16,$1.09,$2.60,$1.51,24.0,$64.92,0.05,$5.45,$53.57,$2.40,$55.67
6283-1,2016-03-17,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Technology,Medium Box,Regular Air,2016-03-20,$4.48,$8.14,$3.66,45.0,$59.74,0.03,$4.48,$54.44,$3.12,$55.13
6283-1,2015-09-04,Jelar Gacuratha,"2a/285A Crown St,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Self-Adhesive Ring Binder Labels,Technology,Small Pack,Regular Air,2015-09-06,$2.18,$3.52,$1.34,21.0,$70.64,0.01,$1.51,$74.13,$6.83,$74.18
6284-1,2016-08-24,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Critical,Binder Posts,Office Supplies,Small Box,Regular Air,2016-08-25,$3.50,$5.74,$2.24,25.0,$335.46,0.04,$27.15,$225.29,$5.01,$231.26
6284-1,2016-06-14,Christina Anderson,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,High,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,2016-06-14,$2.90,$4.76,$1.86,7.0,$246.68,0.1,$2.46,$247.38,$0.88,$251.78
6284-1,2016-08-18,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,2016-08-22,$1.76,$3.38,$1.62,19.0,$42.86,0.0,$1.09,$43.34,$0.85,$49.03
6284-1,2016-03-26,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Low,DrawIt Colored Pencils,Office Supplies,Small Box,Regular Air,2016-03-28,$4.37,$9.11,$4.74,8.0,$146.00,0.09,$2.40,$137.86,$2.25,$149.76
6285-1,2016-05-05,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,Critical,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Technology,Medium Box,Regular Air,2016-05-07,$1.92,$3.26,$1.34,3.0,$72.54,0.01,$4.35,$68.19,$1.86,$71.18
6285-1,2015-09-28,Maria Bertelson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Box,Regular Air,2015-09-30,$2.98,$5.84,$2.86,6.0,$43.36,0.08,$2.90,$42.44,$0.83,$43.64
6285-1,2016-06-15,Arthur Prichep,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Low,Artisan Hanging File Binders,Office Supplies,Small Pack,Regular Air,2016-06-17,$3.65,$5.98,$2.33,25.0,$236.16,0.01,$2.46,$232.30,$1.49,$231.54
6285-1,2016-05-09,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Low,Artisan Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Small Box,Regular Air,2016-05-11,$3.52,$5.58,$2.06,34.0,$72.54,0.06,$4.35,$68.19,$2.99,$71.18
6286-1,2016-03-26,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2016-03-28,$0.24,$1.26,$1.02,46.0,$21.80,0.02,$0.26,$21.12,$0.70,$22.05
6286-1,2016-11-03,Sheri Gordon,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Low,Apex Straight Scissors,Technology,Small Box,Regular Air,2016-11-04,$5.19,$12.98,$7.79,37.0,$220.50,0.03,$6.62,$213.89,$3.14,$211.36
6286-1,2013-08-14,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,High,Economy Binders,Office Supplies,Wrap Bag,Regular Air,2013-08-23,$1.33,$2.08,$0.75,50.0,$36.89,0.09,$1.39,$36.07,$1.49,$34.56
6288-1,2016-03-28,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,Medium,3Max Organizer Strips,Office Supplies,Small Pack,Regular Air,2016-03-30,$3.40,$5.40,$2.00,3.0,$262.08,0.03,$12.10,$248.98,$7.78,$251.77
6288-1,2016-11-22,Becky Pak,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,Medium,"DrawIt Colored Pencils, 48-Color Set",Technology,Large Box,Regular Air,2016-11-27,$21.56,$36.55,$14.99,41.0,$89.30,0.07,$7.95,$84.97,$13.89,$82.46
6288-1,2016-12-23,Muria Zettner,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,High,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2016-12-25,$0.71,$1.14,$0.43,42.0,$22.80,0.01,$0.42,$20.36,$0.70,$22.45
6288-2,2016-05-08,Quincy Jones,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Consumer,Samantha Chairs,Medium,OCColor Flip,Office Supplies,Small Box,Regular Air,2016-05-08,$4.76,$3.28,$1.47,32.0,$22.80,0.02,$2.05,$20.75,$0.88,$21.45
6290-1,2016-05-09,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,High,29 Capacity Maxi Data Pinder Labels,Technology,Large Box,Regular Air,2016-05-11,$2.18,$3.52,$1.34,6.0,$844.20,0.07,$42.31,$800.09,$6.83,$810.08
6290-1,2015-06-27,Arianne Irving,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Box,Regular Air,2015-06-27,$21.56,$36.55,$14.99,22.0,$879.12,0.02,$84.84,$857.53,$13.89,$874.83
6290-1,2016-05-09,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Regular Air,2016-05-11,$84.22,$210.55,$126.33,18.0,$842.20,0.06,$42.11,$800.09,$9.99,$810.08
6290-1,2015-12-31,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,Natasha Song,Low,Alto Memo Cubes,Office Supplies,Wrap Bag,Express Air,2016-01-01,$3.32,$5.18,$1.86,43.0,$128.52,0.01,$3.85,$126.77,$2.04,$229.26
6291-1,2016-05-30,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,Self-Adhesive Ring Binder Labels,Office Supplies,Small Pack,Regular Air,2016-05-30,$2.18,$3.52,$1.34,35.0,$147.94,0.05,$5.91,$141.92,$6.83,$148.76
6291-1,2015-09-29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Pack,Regular Air,2015-09-30,$1.53,$2.78,$1.25,45.0,$191.42,0.05,$4.45,$158.69,$2.34,$154.99
6291-1,2016-07-02,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,High,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2016-07-04,$10.07,$15.98,$5.91,50.0,$407.20,0.07,$26.18,$432.05,$4.00,$425.05
6291-1,2016-05-10,Roy Collins,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Smiths Standard Envelopes,Technology,Small Box,Regular Air,2016-05-12,$3.52,$5.68,$2.16,29.0,$193.12,0.09,$11.59,$181.53,$1.39,$182.92
6291-1,2016-01-19,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,PastelOcean Color Pencil Set,Office Supplies,Small Box,Regular Air,2016-01-19,$11.11,$19.84,$8.73,25.0,$189.84,0.07,$8.35,$185.85,$4.10,$189.55
6292-1,2016-02-12,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2016-02-13,$5.33,$8.60,$3.27,37.0,$43.98,0.01,$0.43,$43.39,$6.19,$43.69
6293-1,2016-05-12,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,2016-05-14,$2.18,$3.52,$1.34,49.0,$147.84,0.07,$5.91,$141.93,$6.83,$148.76
6293-1,2016-05-12,John Lee,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,High,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Express Air,2016-05-14,$2.18,$3.52,$1.34,37.0,$147.84,0.01,$5.91,$141.93,$6.83,$148.76
6293-1,2016-05-12,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,2016-05-14,$2.18,$3.52,$1.34,34.0,$147.84,0.03,$5.91,$141.93,$6.83,$148.76
6293-1,2013-05-19,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Medium,Apex Straight Scissors,Office Supplies,Wrap Bag,Express Air,2013-05-20,$5.19,$12.98,$7.79,46.0,$261.00,0.01,$28.22,$267.50,$3.14,$253.24
6293-1,2013-06-15,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Low,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2013-06-17,$2.31,$3.78,$1.47,8.0,$138.52,0.0,$9.00,$127.02,$0.71,$128.55
6293-1,2016-05-12,John Lee,"150 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,2016-05-14,$2.18,$3.52,$1.34,33.0,$147.84,0.08,$5.91,$141.93,$6.83,$148.76
6293-1,2016-05-12,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Self-Adhesive Removable Labels,Office Supplies,Small Box,Regular Air,2016-05-14,$1.98,$3.15,$1.17,21.0,$147.84,0.0,$5.91,$141.93,$0.49,$148.76
6293-1,2016-05-12,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,2016-05-14,$2.18,$3.52,$1.34,25.0,$147.84,0.1,$5.91,$141.93,$6.83,$148.76
6293-1,2016-11-14,Alan Barnes,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,Natasha Song,Not Specified,12 Colored Short Pencils,Technology,Medium Box,Regular Air,2016-11-15,$1.09,$2.60,$1.51,45.0,$28.60,0.03,$2.57,$26.03,$2.40,$28.43
6293-1,2016-11-02,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,High,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2016-11-04,$10.07,$15.98,$5.91,2.0,$114.86,0.08,$10.19,$107.39,$4.00,$111.59
6294-1,2016-02-13,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Low,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2016-02-16,$1.59,$2.61,$1.02,8.0,$41.34,0.09,$4.09,$48.93,$0.50,$46.26
6294-1,2016-02-13,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Medium,Smiths Colored Interoffice Envelopes,Technology,Small Box,Regular Air,2016-02-16,$19.83,$30.98,$11.15,12.0,"$1,212.73",0.0,$52.51,"$1,283.43",$19.51,"$1,259.46"
